Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
500001,8.9172,34,3561,497,1336,501,10320.45648
500001,8.4709,34,1443,218,504,200,11432.37204
500001,10.3894,32,3514,473,1583,480,9208.549066
461200,5.1335,29,6027,1195,2687,1171,9258.846909
440900,5.4063,36,4787,900,2039,890,8153.805144
437100,6.4588,35,2419,426,949,433,8304.935926
265000,4.15,46,206,44,134,51,7225.149344
314100,3.5364,36,3982,1045,2251,995,7050.935603
360900,5.3727,33,2892,617,1250,581,8096.653146
451300,7.3023,35,3584,535,1405,538,5926.295095
463700,7.313,35,3905,565,1562,553,5926.295095
417800,6.4949,32,3058,595,1267,540,7029.716691
443800,7.1382,35,2712,428,1084,425,8135.460791
432900,6.0884,33,1641,284,659,282,8135.460791
362100,5.2803,35,2445,533,1187,519,6984.774211
373100,5.1524,36,2607,551,1165,523,6984.774211
438400,5.2114,40,3454,648,1498,647,5951.446023
431900,4.7375,32,4398,878,1799,792,5951.446023
425500,6.46,36,3212,553,1455,574,5872.921908
406300,5.485,33,2974,623,1435,588,4761.114894
397400,6.3111,42,2390,462,1146,468,4857.632033
373400,4.875,33,1509,303,748,268,4761.114894
376600,5.6413,35,2016,349,1023,376,4826.789065
398100,5.316,33,3262,668,1411,626,5872.921908
500001,6.7257,37,2295,332,933,332,3774.431149
500001,7.9029,37,1287,197,510,206,3774.431149
500001,6.6354,41,3233,540,1251,506,3774.431149
500001,9.1508,43,3004,440,1088,427,4857.632033
446600,5.9277,38,2835,447,1148,446,4857.632033
500001,10.3942,39,906,109,353,112,3728.014293
492000,7.5418,52,1135,219,441,200,5135.965294
500001,10.9508,52,1803,257,683,259,3728.014293
500001,7.8647,52,3841,537,1391,540,4090.528523
500001,6.767,52,2117,353,734,328,4558.109251
500001,8.7051,48,2074,297,700,279,4090.528523
500001,6.1575,52,568,91,219,75,4558.109251
425000,4.2297,47,4234,1156,1808,1093,5135.965294
402500,2.1406,19,2207,810,1304,775,5135.965294
356000,4.5987,37,2926,874,1363,815,5135.965294
405900,4.2972,34,2199,529,1193,532,5977.459331
500001,7.2543,52,2063,320,774,309,5488.851566
500001,4.9861,52,1400,217,522,227,5488.851566
500001,6.1655,52,1945,293,708,275,5488.851566
500001,6.6756,52,3117,468,1114,421,5107.153265
500001,8.2664,52,1944,308,696,293,6156.822851
500001,12.5902,52,1327,190,467,189,6156.822851
500001,6.5829,52,1383,227,551,249,6156.822851
476300,5.0203,47,2600,490,1149,465,6476.996625
404800,3.9243,44,3558,839,1779,832,7499.889414
378600,4.0686,18,2060,563,1144,600,6156.822851
375000,1.9045,20,11709,3618,7604,3589,6476.996625
500001,11.0492,34,4448,610,2571,581,7864.627607
500001,10.476,15,2577,360,979,364,8545.060525
387500,4.0972,24,3924,1142,7174,950,7397.046694
475000,7.0309,29,473,103,359,87,8545.060525
500001,10.7237,21,1034,117,323,117,9721.543709
500001,12.0372,27,3385,427,1248,409,10365.36619
500001,10.7355,37,1446,181,549,190,12544.29357
500001,13.1867,34,1575,183,511,180,13605.89059
500001,11.806,30,2139,260,742,242,12581.27749
500001,10.4277,26,2859,343,951,336,11580.87507
500001,9.3586,32,1433,199,498,201,13406.69288
500001,8.5294,35,2063,266,676,252,13406.69288
500001,7.5794,37,1795,285,791,261,14366.70168
500001,10.0259,30,1502,186,501,180,14366.70168
500001,12.1387,23,11294,1377,3840,1367,13780.81214
500001,12.9792,23,3814,485,1344,464,15018.8706
500001,13.8093,7,189,26,84,29,19033.48885
500001,8.6196,11,436,70,212,75,21386.73048
360000,5.8691,21,349,64,149,56,22476.39125
500001,11.3283,21,427,63,182,70,26507.87226
318700,5.8596,37,3852,652,1534,567,25078.13793
279900,5.3468,42,2533,433,957,398,24906.20109
293300,5.2366,43,1529,311,570,250,24643.29156
398500,5.7415,37,1150,203,511,179,21694.17133
226400,3.506,24,4420,996,2981,975,31391.95121
255800,4.4004,24,7521,1364,3970,1318,30480.39362
361200,6.9508,18,7245,1029,2893,1049,31308.93248
271400,5.8904,24,4337,670,1936,652,32419.03188
362700,7.7201,21,6203,798,2494,800,31373.38555
459200,8.4262,14,5636,697,2281,680,30154.61442
473400,8.3837,6,9176,1201,3637,1138,27049.20608
485000,8.0595,17,2825,365,1052,345,31269.52377
405900,7.6933,26,1921,250,725,253,31269.52377
500001,9.1974,23,2552,305,916,316,30198.96919
500001,9.08,18,1080,122,382,121,30158.10468
500001,6.6659,7,5389,903,2232,825,32677.7202
434500,4.5417,45,1797,303,870,281,28822.24249
418300,8.3792,15,5468,676,2221,675,30358.41044
348000,6.8333,6,3694,574,1554,527,29377.29638
387500,7.7738,14,2714,361,1259,375,30476.58061
355900,8.1988,16,3574,466,1503,487,31885.18246
361600,8.19,20,7754,976,3094,941,31885.18246
394200,8.3065,14,7174,950,2782,899,31391.95121
361400,6.9473,19,7357,963,3018,981,32380.97926
305600,6.7064,16,3298,451,1542,423,29158.82401
279300,7.5845,25,1730,226,721,243,29158.82401
279500,5.6139,19,1852,268,866,272,29704.04132
269400,5.0292,18,3561,560,1753,553,29158.82401
246500,5.6876,17,4393,709,2292,692,29704.04132
253800,5.6958,15,4713,769,2519,778,33823.12008
191100,4.5221,16,1617,306,667,264,32760.82087
299300,6.7287,16,3992,540,2097,555,32760.82087
233900,5.4218,16,4274,715,2240,704,34091.14973
234600,5.6488,25,5939,989,3275,954,32546.31533
245200,6.0889,22,5507,841,2785,848,32677.7202
274100,6.7836,18,3574,504,1803,536,33421.58937
238800,5.4741,24,7991,1286,4017,1213,33421.58937
237600,5.1228,17,6425,1268,3934,1238,32890.30518
262400,4.2885,16,6958,1300,2965,1217,31470.19508
230900,5.2166,17,3057,606,2030,602,30621.11976
224000,5.9214,20,3244,520,1769,469,32653.03216
221500,5.0772,17,3912,737,2693,746,33281.88138
279100,6.3566,16,2030,321,1343,365,32036.21493
209700,4.3438,22,2996,695,2169,607,32653.03216
195000,4.8862,26,1394,238,990,315,34066.09355
184400,2.875,18,3631,947,2357,757,34066.09355
294200,7.3339,17,1957,261,863,269,30265.24084
198400,4.2083,9,3624,812,1856,721,30841.55011
250800,5.0186,17,2795,482,1904,506,30841.55011
282600,4.5615,8,4454,1058,2595,1027,31432.13803
253200,5.5,16,2429,387,1293,363,30841.55011
311500,6.6712,14,2855,380,1420,383,31432.13803
218700,5.1356,10,3030,574,1623,589,32850.01287
259300,5.5875,11,2394,403,1393,409,32261.09856
236200,4.0547,14,3379,683,1465,620,33451.9072
249500,5.9359,16,1911,327,1158,332,33451.9072
350000,2.0288,20,3398,771,1231,744,34268.2438
244500,4.1926,12,2070,587,1216,532,34268.2438
213100,4.5033,7,3609,751,1739,682,32261.09856
194300,3.9461,16,2650,600,1969,586,33680.86218
123400,3.1932,17,2332,637,1636,623,33106.6536
234500,5.6652,17,1051,172,446,173,30050.25582
224100,5.5121,16,2814,485,1305,465,30579.65332
265700,5.6223,24,2383,343,1146,341,30050.25582
289200,6.4339,16,1982,280,1030,297,31125.14106
311800,7.4323,16,2312,303,1158,295,31125.14106
291200,6.8194,16,1816,241,793,234,31125.14106
184800,5.0509,5,1808,340,825,339,31685.88803
257400,5.5849,15,3243,551,1752,551,32261.09856
141600,4.8355,17,2363,473,1369,442,32546.31533
183900,3.7844,4,2498,775,1213,631,30955.96207
241200,5.4939,20,3773,624,1965,607,32000.57598
237400,5.9164,23,2543,388,1297,385,33779.40802
234400,4.5,21,3250,610,1978,568,34060.84272
241000,6.0538,20,3671,567,1944,589,33908.81816
245600,5.8305,24,3344,531,1768,541,33680.86218
241200,5.1663,25,4021,634,2178,650,33680.86218
159000,4.4565,5,1975,520,861,440,34268.2438
251800,6.2957,25,4096,623,2128,618,34268.2438
291500,7.5218,23,4487,584,2024,580,32811.49341
233100,4.9688,25,2349,394,1266,383,32811.49341
253300,5.3157,16,1674,281,850,254,32968.59908
248000,6.3178,19,2635,427,1497,410,32968.59908
257200,6.4328,24,2413,369,1237,381,32968.59908
278300,6.4664,17,2319,324,1076,338,32968.59908
262700,6.0062,17,2123,341,1067,339,34649.40499
217100,5.0958,18,2127,387,1547,402,32505.99742
229100,5.898,18,1747,317,1055,285,33576.39255
289600,6.0198,16,2240,300,1221,305,33351.43991
259500,5.4193,17,2281,359,1226,394,33351.43991
265800,5.9225,18,3179,526,1663,507,33148.70545
272400,6.7385,18,2581,358,1284,377,33148.70545
260700,6.223,10,3301,593,2190,575,33281.88138
260500,5.9053,16,1868,285,995,284,34066.09355
500001,4.6458,17,250,52,141,51,36633.21032
261100,4.747,12,10236,1878,5674,1816,34888.5136
385700,4.65,15,531,154,469,155,33162.61345
500001,4.2039,11,1290,197,881,191,30582.24997
394100,4.7386,21,1062,179,631,185,28419.36445
467700,6.8773,18,3167,478,1414,482,22281.54991
412600,6.7644,19,3754,588,1692,550,19077.49218
416300,7.8601,16,5498,729,2051,694,33585.56224
344500,7.5,14,9483,1361,4108,1281,32743.41579
288100,6.1684,13,4780,798,2795,764,31735.73595
229800,4.175,14,5487,1024,2823,979,30923.37701
248200,2.4821,17,1830,398,1110,388,30009.79924
386200,5.2951,12,4077,590,1618,540,28041.96963
226900,3.8788,20,4477,924,2656,871,28898.59451
239300,3.6895,14,4721,999,2648,888,28718.09189
436700,5.1514,19,3785,611,2198,610,27306.96736
321700,5.9356,14,6006,914,2915,898,27950.68463
335000,4.9028,14,5034,797,2124,790,28567.54895
300800,5.6205,19,3269,483,1383,452,28304.48097
393100,6.4313,17,6725,1051,3439,1027,32508.93492
386800,5.5936,21,5322,908,3011,895,27550.69797
350000,3.625,24,1511,318,1052,292,30053.80423
260700,3.9306,37,1593,303,1030,287,28598.63823
234000,4.3693,44,3192,565,1439,568,26839.01316
260300,4.5714,18,7241,1225,4168,1138,26815.81668
279800,4.9702,14,5231,817,2634,799,25506.23167
264700,5.1519,15,2873,547,1582,567,26839.01316
308700,5.7396,16,865,123,403,130,23411.74639
251500,4.3227,16,6637,1171,3575,1162,26176.09546
298500,5.6754,5,6529,1010,3071,977,26087.72237
198600,3.5551,16,3120,685,2383,681,28349.59559
203600,3.2019,27,2303,471,1447,467,27582.23471
228600,4.4233,14,6355,1279,3704,1224,26937.69917
178000,2.9417,17,2889,624,2681,608,28240.03554
170300,2.0625,44,1448,393,1066,357,27514.67588
160100,2.5387,20,3976,953,3866,950,27520.86349
305000,3.2614,27,2361,449,1782,397,28342.15741
374600,4.0238,19,2372,394,1142,365,32419.08563
500001,5.2327,34,440,90,217,93,32487.83616
262500,3.6964,39,759,141,252,106,47514.26004
131300,15.0001,52,220,32,55,26,38008.51244
340900,3.8062,25,474,92,300,104,45272.65608
390000,6.0622,10,212,38,78,21,24156.32364
4.00E+05,15.0001,26,50,5,17,4,22384.12723
350000,9.5908,37,74,19,63,17,23275.22199
137500,2.625,16,32,4,36,5,12590.66372
271400,6.4469,29,227,45,112,41,12817.91455
263100,4.9808,28,1321,240,652,239,12817.91455
281500,5.8123,29,3119,507,1476,487,11252.59872
256300,4.3409,40,1104,224,669,215,10734.86159
239200,3.5562,43,1636,324,792,325,11545.09627
233000,3.6902,41,2548,508,1290,488,12817.91455
265300,4.0417,47,1250,249,607,234,12366.08913
245000,2.7875,30,2156,487,1023,458,12807.60546
187500,2.1734,21,1484,394,984,380,12865.91728
212500,3.2368,44,1153,238,657,219,12865.91728
404700,5.6188,35,2155,355,866,335,11098.76885
367600,6.7974,33,797,125,385,133,11098.76885
362300,5.3972,30,2695,424,1098,420,11275.94932
131300,2.4732,14,1547,374,4731,348,9308.286395
263800,3.6797,20,2428,473,1145,454,10408.49366
294100,4.2542,16,3363,611,1603,556,10408.49366
320900,4.2254,15,3385,669,1571,615,9335.141519
258300,2.9286,51,1076,206,495,201,11098.76885
266400,5.1806,45,1302,245,621,258,11275.94932
253100,3.8259,52,1901,335,955,301,11275.94932
238600,5.2128,49,792,136,331,137,11275.94932
223900,3.2437,44,1294,269,645,259,11557.86554
255400,2.1553,37,2817,716,1341,662,11982.00023
229400,2.5954,47,2403,517,1144,455,12366.08913
217500,2.7125,35,1053,263,552,237,12865.91728
166700,1.9063,21,607,155,226,136,12865.91728
195300,1.9286,29,2568,747,1743,659,12854.06019
260900,2.5417,43,2162,509,1208,464,12000.5936
232800,2.9444,52,920,202,525,264,12000.5936
240000,2.5368,35,1605,392,743,382,12000.5936
275000,4.3,20,2502,454,981,399,11545.09627
242400,2.589,27,2820,730,1511,745,12366.08913
240500,3.1205,30,1029,242,753,249,11152.61204
4.00E+05,3.1932,51,1616,374,608,302,10652.48261
326700,2.0547,52,1217,325,508,237,11559.45494
234400,2.1964,51,924,232,488,228,12146.41394
225000,3.2404,36,337,69,223,68,12146.41394
262500,1.6923,52,403,72,200,73,12146.41394
237500,4.4659,40,1193,227,570,204,11275.94932
232600,2.5067,18,2677,785,1391,656,12408.67734
250000,1.1552,44,594,169,325,139,12854.06019
281300,1.6642,39,2124,661,1365,606,12854.06019
112500,2.0172,52,775,305,1054,305,12601.45212
243500,3.5938,40,584,126,316,139,12408.67734
216100,2.425,28,1607,421,926,385,12408.67734
202000,4.1964,32,1438,306,802,293,11557.86554
196400,2.1667,42,538,107,200,104,11557.86554
206400,2.5865,42,1149,264,703,232,11557.86554
284200,3.52,32,2182,406,1122,370,12408.67734
263800,4.4567,36,1862,364,1080,364,11937.09925
388500,3.1312,19,691,191,324,167,11937.70574
226500,4.2045,30,971,185,644,173,10713.14574
258300,4.5,52,65,17,24,10,9876.081266
276000,3.8269,18,2232,440,1091,458,16851.20072
265800,3.9667,27,1987,374,961,343,11937.09925
116600,2.9712,52,3365,644,796,333,11075.76289
173200,2.8056,32,1461,422,1494,416,8294.740863
156000,3.1062,29,1210,281,863,262,9718.33124
151700,2.4461,17,2648,589,1193,540,9718.33124
164600,2.6506,14,3355,695,1350,697,9718.33124
218100,3.1327,24,4026,881,2264,863,10139.67412
194500,3.6,48,1801,353,1071,361,9196.272488
177800,2.4615,46,1362,321,1068,305,9196.272488
238300,3.2216,36,2096,409,1454,394,8733.777723
160700,3.4125,46,947,257,1120,264,8733.777723
161400,1.6875,52,1211,447,1102,392,8294.740863
155000,1.9609,23,1276,437,1359,376,7778.758565
151400,2.5599,42,1368,468,2312,484,8294.740863
162000,2.8348,8,2715,750,2580,718,7334.686845
121400,2.0775,44,919,309,1321,301,6871.110412
190400,2.4375,20,2587,547,1534,540,9370.796615
184300,3.0192,24,1943,447,1844,461,9370.796615
190000,3.2813,33,1406,317,1075,301,9370.796615
169700,2.6434,20,2687,637,2154,610,8733.777723
194800,3.5,9,4934,1112,3198,977,8340.761302
189100,3.1815,19,2512,509,1856,537,8119.437492
241200,4.3906,19,1515,253,975,266,8027.434528
178400,2.4053,21,2794,662,2236,565,9002.249034
171300,2.0192,18,1063,341,1033,313,9836.400906
192200,3.7863,34,2152,430,1516,386,8151.362366
190100,2.8214,29,2377,476,1669,499,7170.429909
177500,2.5556,20,1201,282,601,234,12490.47979
334000,5.2101,18,2420,439,1278,416,10130.39438
315800,5.1412,18,3337,549,1449,519,8138.966407
350000,4.7188,27,991,194,543,155,3829.370304
240000,4.9792,26,1127,199,543,199,17574.76858
222600,3.9408,46,695,136,408,148,12831.05451
231600,3.6474,32,2637,489,1031,410,14783.4144
239600,4.125,36,1397,289,661,243,11689.91674
214300,4.3429,33,3581,734,1780,663,10982.44163
204800,4.425,35,1541,297,791,277,12404.37778
202300,5.0165,35,6422,1380,2755,1064,19911.06985
206900,2.7933,51,2419,485,1078,435,14874.29287
284100,5.5785,17,1457,289,591,235,17739.16074
185100,5.1664,32,1602,317,752,275,19200.30999
273300,7.1831,18,808,136,420,145,22852.32782
273900,7.1366,23,506,96,264,89,19196.84733
206800,5.208,46,1993,404,850,327,14082.7761
204100,4.4597,29,3201,640,1722,570,17255.40849
180300,3.9423,39,2854,613,1338,518,17942.11566
394900,7.8774,15,1969,332,822,324,25228.71254
383300,6.9772,17,4413,672,1674,608,20449.30058
154500,4.0781,30,1427,311,686,251,18092.31535
196400,5.2417,36,2066,401,942,344,18410.67418
146300,4.5972,39,1065,248,497,208,16670.34934
270000,6.0809,21,5639,894,2670,871,12958.56392
201300,4.1679,41,2422,502,915,366,12078.14962
232300,3.8625,31,1634,370,939,332,11351.4387
220900,4.1161,34,2800,577,1353,512,9252.79345
203700,4.5096,36,4682,899,2143,832,8644.809961
312300,3.8854,17,4977,994,1987,947,12301.48566
322000,5.6233,21,4650,733,2014,704,12681.71954
500001,10.0968,20,1005,138,345,129,12979.18315
440500,5.2078,30,2077,342,816,328,11960.4692
261500,4.8,20,467,95,229,86,14817.09597
240000,4.8611,35,1818,368,682,254,16884.05478
190900,3.9728,12,2010,422,784,407,13602.90774
308100,5.1121,19,4113,767,2006,732,15694.32666
373400,5.5919,17,4154,739,2149,693,17619.20228
397700,7.736,21,2387,357,913,341,19994.66054
331500,6.3617,20,922,155,361,135,19246.78606
402300,7.5755,20,1918,304,798,302,17936.83255
356600,6.4517,23,1708,287,670,238,17993.84296
363500,5.8642,36,1522,230,677,206,12063.87584
386400,4.625,17,1343,203,511,185,12338.20776
340600,6.4214,14,679,108,306,113,13106.02424
390000,6.3258,16,1321,224,650,206,15195.77774
353000,5.2486,19,2023,392,955,328,15711.56878
304400,6.0621,20,2403,376,1149,369,16474.36295
355300,5.9039,21,5904,956,2616,916,14363.1796
371600,4.5682,21,2073,357,1044,351,11200.54197
262400,3.5943,14,6787,1454,3416,1357,10495.24017
272900,4.8269,25,990,166,522,185,10445.98355
215800,3.075,29,2681,632,1652,620,9938.016764
207000,3.6364,16,1592,369,1039,351,11252.59872
234600,4.6484,25,2113,422,1365,439,10734.86159
215600,3.1914,19,5613,1321,3018,1268,10734.86159
251900,3.7273,21,3349,737,1952,718,9478.984599
258300,3.1167,20,3495,818,2186,772,9132.961273
213200,2.1771,15,3044,786,1306,693,10311.46883
256700,2.8941,39,2702,646,1136,491,11152.61204
422400,4.7321,42,1275,272,451,200,9994.417727
377300,2.625,16,875,201,300,157,9994.417727
294400,4.7468,37,2846,553,939,433,9626.328432
228500,2.8036,24,3665,870,1954,833,8657.657568
234600,2.561,27,4001,999,1808,945,8277.25261
245100,3.6619,31,3209,723,1489,692,9132.961273
229200,2.6757,16,4907,1117,2265,1048,8399.689293
252400,3.7083,17,2813,497,1337,477,9158.057622
228600,2.7587,15,2849,668,1546,582,8657.657568
263800,3.0777,23,4324,1034,1844,875,7850.990135
290700,4.2006,24,3010,562,1360,504,6975.747853
264300,3.0905,21,3520,831,1486,753,6975.747853
261200,3.1546,34,3745,958,1622,802,7669.319379
330800,2.5172,31,1738,422,746,355,6304.081834
283500,4.7325,19,6356,1100,2954,1070,7174.68987
315200,4.1587,32,2210,426,1082,396,8597.608048
305200,3.3447,20,3847,727,1725,737,9788.096466
238000,2.7375,23,3209,748,1423,666,9052.313276
221700,4.2898,11,4571,924,2004,847,7749.421284
351800,5.503,16,8638,1392,3706,1251,7036.132241
322300,4.8693,23,5675,964,2197,880,6249.607876
233300,2.6875,16,1957,408,865,369,5259.502581
289500,4.8953,21,4117,752,2001,763,4568.801743
231900,3.5112,19,4920,1092,1807,922,4328.97198
252300,3.6597,29,3457,699,1327,563,3706.295659
308800,5.8325,18,4910,817,1971,773,2345.269724
295200,4.4485,21,3707,751,1420,608,3859.762744
321100,6.0281,18,6355,1100,2304,972,2345.269724
335500,5.3276,22,7281,1233,1849,832,1983.657348
368400,4.9219,7,3703,679,1375,608,1555.036707
307900,4.9517,29,4921,967,2319,823,3616.432448
352000,5.368,18,2774,492,1283,353,5502.030645
3.00E+05,3.1563,22,2442,624,1301,290,9128.51481
420000,2.1719,17,1573,272,142,55,1485.373544
290400,4.8021,28,2715,451,1154,386,10536.5262
298600,4.3321,19,4431,705,1764,679,6413.914889
349300,4.6611,16,2599,430,1417,445,5530.65874
288400,2.9559,22,1903,350,760,322,10077.16816
279800,3.1987,21,1416,269,779,200,12690.85874
228600,3.934,18,943,213,544,179,12939.74197
305600,5.1433,23,1229,254,687,232,15978.36785
190800,4.7569,19,3461,634,2790,607,11845.96168
202700,4.7071,27,1580,303,1066,306,11677.62708
229100,3.525,20,4228,816,2389,844,10109.97521
224700,3.2917,29,2931,535,1954,506,11141.86896
187500,2.1875,22,569,132,542,125,15036.24075
81300,1.2404,26,1279,438,1276,420,150570.8231
68900,1.5972,44,1625,392,944,347,149982.9382
76900,2.1538,25,2054,495,835,475,151422.1244
72600,1.6983,34,1262,267,520,259,150701.858
74800,1.8375,36,1808,384,807,383,150701.858
118800,1.9181,17,1220,275,800,261,152143.7183
101700,3.0549,7,4843,992,2223,932,153590.8135
87500,3.2639,22,589,97,338,107,152296.1431
82800,2.6591,24,1610,307,748,307,153023.1435
58200,1.5676,43,2251,542,1479,512,150122.8286
101200,3.5347,23,2281,408,1164,420,149549.824
75300,2.6944,36,1216,240,647,228,148422.1676
86900,3.6923,28,2213,390,1096,378,149153.8771
78200,1.3329,40,3895,929,1782,910,149265.3843
75600,2.8512,35,2072,385,1029,375,148549.2164
104200,2.7857,43,1455,300,747,279,149265.3843
84400,1.4091,38,855,172,468,150,149401.0149
138900,2.6792,24,5045,972,2220,979,148431.1697
58200,2.3289,17,785,155,417,136,147231.3926
148700,3.9375,17,1712,307,963,329,144505.3714
120100,4.1099,10,7949,1309,3176,1163,147243.7172
90100,1.655,23,1321,259,749,222,148680.5452
103100,3.1439,9,4794,889,2162,865,150985.6715
122900,3.4464,5,2614,433,1275,411,149033.7912
66500,1.4125,22,2195,489,1021,460,151164.6001
105000,1.7227,14,4773,1133,2101,1072,152474.405
111400,2.4079,7,5178,1336,2557,1283,152592.2189
78700,2.4141,13,3604,704,1598,670,151223.2923
94200,2.2905,11,3896,886,1902,843,154241.5162
151600,3.6853,10,2183,369,1061,325,155586.4898
111100,3.8103,5,6383,1206,2965,1141,155463.7447
114200,3,2,1937,350,756,274,155042.997
98800,1.6033,19,1043,204,505,183,156500.1269
64800,2.0258,20,3592,868,1865,781,151003.1152
136700,2.6705,26,1435,234,544,232,149711.7746
113300,2.6513,21,2500,466,1428,502,150441.8972
146500,5.2149,13,2085,322,1077,333,141465.6455
86500,3.0954,19,3753,761,1952,738,146804.09
72000,2.037,28,1127,245,538,208,145671.4944
80800,2.125,28,1427,304,692,285,147134.342
85900,3.9306,24,2068,346,951,332,146583.2827
100600,2.485,20,1750,352,834,340,145300.8093
98100,3.7896,18,4547,774,2269,766,148056.8263
81600,1.9,16,2801,614,1695,563,151731.6682
85200,1.9881,12,3900,863,2145,864,151731.6682
97800,2.71,17,2280,453,976,434,150620.9963
77300,2.184,31,431,90,231,78,151570.4115
69400,1.6821,18,2226,490,859,451,152296.1431
67900,2.0395,26,2187,472,1339,463,153023.1435
75900,2.5592,16,2777,503,1432,500,153751.3947
93800,3.3816,15,2524,449,1374,467,154480.8791
100100,3.5522,11,13714,2302,6511,2267,154110.8087
119200,1.9946,16,2247,502,1206,463,149745.3563
116700,3.5081,23,2801,507,1318,454,151018.1024
118400,3.35,18,4026,718,1731,705,150956.9551
83100,2.6488,21,2405,476,1197,412,153721.8921
84700,2.1458,22,2390,484,1131,452,148625.7318
92200,2.5417,15,2532,458,1183,450,147403.1385
80400,1.6429,23,2248,489,1132,444,149063.4412
61500,1.7422,21,1774,370,875,354,150741.3667
60600,1.7427,32,3611,772,2060,759,152388.1706
56600,1.3801,36,1822,449,930,399,153452.5341
59800,2.0391,28,1745,379,1011,370,152630.0157
65600,2.212,10,2281,444,1274,438,151237.6152
75800,2.0119,17,2786,559,1528,517,153136.7796
141600,2.9338,11,3664,647,1686,613,157497.8764
128300,3.8323,16,2753,494,1414,459,161267.8748
130700,2.3287,16,1141,220,563,200,164414.2023
108500,3.6413,15,2771,546,1423,505,162169.4644
105400,2.4036,18,2879,578,1399,586,155232.4309
75800,1.4911,18,1411,330,494,227,155251.6718
129800,2.875,17,2255,416,1171,411,156011.767
138500,3.9762,14,2539,466,1271,438,159428.6831
150800,5.1585,18,1633,243,750,252,161098.9557
116800,4.559,23,2216,378,1006,338,157240.859
66800,2.0469,10,1187,236,728,248,148983.3084
60400,2.0221,25,2596,557,1536,549,148983.3084
48100,1.3904,30,1270,365,840,324,150040.0137
59800,1.9943,21,2842,640,1658,608,149575.1759
63000,1.9657,20,2858,612,1422,589,151474.9419
66000,2.3594,26,2723,551,1326,547,149956.8913
68500,1.6579,32,1286,271,694,236,149747.0076
78600,2.2768,14,2633,530,1324,513,152516.8873
80600,3.5978,27,1804,321,782,300,154348.1011
98700,2.8611,17,1429,265,692,245,152214.0859
95500,3.0556,18,2102,377,1059,384,152900.7168
59000,1.3571,26,1833,422,939,408,149346.1809
76400,1.8438,17,1682,332,887,316,147784.8714
101600,3.2788,26,695,126,319,124,148944.7987
66100,2.125,30,2502,523,1296,481,148442.7694
74800,2.0899,21,2333,514,1308,509,146689.3335
85400,3.3315,18,1748,337,921,327,144421.3108
76400,2.1875,16,994,185,495,181,140141.4859
97700,2.1496,16,3552,704,1801,658,140935.5142
105700,2.8085,16,2734,501,1413,484,138918.8589
98500,3.3005,12,3783,702,1970,639,141571.6634
76500,2.793,17,3019,578,1538,545,146803.2991
74500,1.7935,20,1182,250,512,210,134530.9956
93400,2.8036,27,1540,315,883,321,137536.9153
171200,4.5357,13,3013,486,1361,515,127241.0651
123200,2.125,22,2153,461,903,314,112843.8476
65800,1.8816,33,2149,498,631,273,148989.506
78800,2.2583,18,754,161,247,107,153411.0272
107800,2.7736,20,2701,573,892,358,142062.1052
73200,3.0299,14,2721,627,1356,468,173250.5545
52000,2.225,26,1183,276,513,206,188048.527
65600,2.503,17,2816,639,1027,406,192415.4606
87500,3.15,14,821,170,477,129,196249.3095
141200,4.0132,14,3099,519,1447,494,175946.1039
101000,3.5189,17,3057,577,1497,556,172851.9964
99500,2.2993,13,4581,881,1799,734,182250.4603
80400,2.1513,8,2411,463,786,297,205601.9724
77400,2.7857,14,2413,524,805,329,209299.4463
90300,1.7538,24,2237,434,834,318,209563.9364
77800,2.9063,31,1581,299,776,287,207244.5448
61300,3.0179,15,2909,549,1537,522,208850.575
57800,2.267,17,2548,537,1118,461,207106.1394
64500,2.2337,23,1922,411,872,350,210301.2361
90300,2.3393,16,2668,516,915,362,229482.1546
88700,2.83,22,2737,512,1168,442,219198.5811
77500,2.67,33,2029,378,936,343,222345.093
72900,2.7778,32,1404,247,544,201,213383.5187
93000,2.46,14,1781,346,734,287,201412.9303
71000,1.8839,32,1516,289,304,131,200014.7445
62500,2.3625,40,690,129,305,110,211175.126
92400,3.8826,17,1791,356,432,190,188094.7843
68600,3.625,52,296,63,143,56,211175.126
66600,1.875,48,1276,292,358,145,175146.74
96100,2.065,26,2286,444,498,216,185059.2451
43500,1.7885,40,3272,663,1467,553,206902.9983
44000,1.74,28,4225,835,1908,686,183421.2753
58600,2.234,19,3599,695,1572,601,150667.5491
55400,1.7639,21,2400,485,1109,443,133430.5947
61400,2.1607,17,1885,350,953,328,152394.5596
53500,1.8242,18,1867,424,802,314,127836.3478
64600,2.7222,25,2344,532,1117,424,75932.83563
54400,2.2976,25,1941,477,1000,390,64361.72215
65400,1.965,23,1654,369,669,273,57271.39987
62000,2.3571,23,4017,792,1634,619,99474.98337
70100,2.4107,21,2010,360,947,306,128350.8884
55700,2.0591,15,4206,922,1863,869,125497.0772
81300,3.3095,33,2644,459,1113,483,123082.4393
71200,1.8694,36,3319,664,1492,631,122814.366
63200,2.2206,50,1525,308,661,285,122814.366
57500,1.8533,15,3643,801,1784,743,121747.8959
94200,2.5357,19,2200,414,950,367,116244.4723
1.00E+05,3.1062,19,2722,479,1108,430,120665.5559
60900,2.2024,29,1729,355,848,328,126165.8201
79600,2.723,20,4288,789,1800,660,95170.95493
