House,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
House 15708,2.7165,50,3312,1095,1475,997,1634.62373
House 15709,3.4375,52,3020,842,1294,769,1634.62373
House 15710,5.0049,25,1637,394,649,379,1634.62373
House 15711,4.4464,52,1903,461,831,433,1016.672627
House 15712,4.0882,52,2083,491,1224,483,1016.672627
House 15713,3.6812,52,1726,384,614,356,1016.672627
House 15714,2.8569,52,2695,657,1243,573,2060.950472
House 15715,3.1576,45,2747,699,1320,693,2037.965301
House 15716,3.7188,46,2009,464,761,453,969.2376892
House 15717,5.0156,52,3975,716,1515,691,2037.965301
House 15718,2.6782,24,2459,1001,1362,957,1634.62373
House 15719,1.3062,10,2380,843,1245,789,2426.130681
House 15720,1.4866,39,1181,310,901,281,2060.950472
House 15721,3.7159,52,1345,291,560,294,2037.965301
House 15722,4,52,2686,606,1392,578,2037.965301
House 15723,5.2806,47,1682,379,837,375,2367.164388
House 15724,3.6875,37,1235,314,481,297,2060.950472
House 15725,2.8654,52,3510,791,1703,657,2060.950472
House 15726,3.875,44,1545,334,561,326,2060.950472
House 15727,4.1319,43,1452,397,897,393,2037.965301
House 15728,3.2011,48,1013,194,464,205,2037.965301
House 15729,3.6667,52,2033,438,2198,418,2037.965301
House 15730,2.151,16,883,236,601,219,2060.950472
House 15731,2.9792,49,2246,587,1277,546,2426.130681
House 15732,3.3882,52,3017,851,1588,800,2060.950472
House 15733,2.943,52,2747,736,1309,653,2060.950472
House 15734,2.4196,52,1118,279,514,284,2060.950472
House 15735,3.1607,31,1364,386,707,379,2060.950472
House 15736,2.6392,26,3587,1034,1821,936,2426.130681
House 15737,3.6437,2,1205,468,577,363,2426.130681
House 15738,3.1462,19,4065,1645,2079,1470,3011.491697
House 15739,1.8438,17,1257,339,1093,384,3011.491697
House 15740,1.077,17,2728,908,1670,893,2426.130681
House 15741,0.9355,24,2037,696,1371,585,2426.130681
House 15742,2.4414,52,989,425,634,341,3011.491697
House 15743,2.1516,52,1254,469,895,456,3011.491697
House 15744,1.3844,29,1310,364,1009,379,2426.130681
House 15745,2.105,52,1952,628,1284,576,2426.130681
House 15746,2.8202,52,4014,1069,2070,927,2426.130681
House 15747,2.9567,52,3944,1072,1913,973,3401.924121
House 15748,2.5721,52,2911,753,1696,676,2060.950472
House 15749,2.0161,52,2705,647,1355,628,3151.868146
House 15750,3.3679,52,2339,548,1090,507,3136.884725
House 15751,3.3068,52,3188,708,1526,664,3136.884725
House 15752,3.0906,52,1722,465,885,437,3136.884725
House 15753,3.6186,52,3475,807,1518,777,3151.868146
House 15754,4.1417,52,2296,509,1039,472,3136.884725
House 15755,3.0409,52,2191,627,1100,585,3136.884725
House 15756,3.35,52,2645,626,1275,553,3136.884725
House 15757,3.3702,52,3563,832,1712,787,3401.924121
House 15758,4.445,52,1760,366,742,318,3401.924121
House 15759,3.2239,52,2002,520,939,501,3151.868146
House 15760,3.0766,52,2994,736,1428,700,3151.868146
House 15761,2.5186,52,1086,349,589,361,3769.754012
House 15762,2.879,52,1925,568,867,515,3769.754012
House 15763,2.6914,52,1567,482,654,425,3401.924121
House 15764,2.3977,52,2514,729,1428,597,3401.924121
House 15765,2.3887,52,2416,620,1188,591,3401.924121
House 15766,3.2981,52,1862,472,872,471,3401.924121
House 15767,2.7587,52,4397,1116,1939,1053,3401.924121
House 15768,3.6894,52,2685,629,1170,614,3401.924121
House 15769,5.1788,52,2537,559,849,530,3151.868146
House 15770,4.4085,52,5604,1268,2023,1196,3151.868146
House 15771,6.8939,38,2202,452,833,435,4253.691468
House 15772,4.4875,52,3225,667,1494,619,3151.868146
House 15773,4.3667,52,3505,745,1374,714,3151.868146
House 15774,4.6912,50,2518,507,979,516,4242.599596
House 15775,4.6477,52,1457,292,621,315,4242.599596
House 15776,3.575,52,3095,682,1269,639,3136.884725
House 15777,4.5052,52,3939,852,1737,797,3136.884725
House 15778,1.1185,52,1928,836,2124,739,2467.450196
House 15779,1.4554,52,1534,763,1520,614,2467.450196
House 15780,3.8625,52,254,72,153,29,2467.450196
House 15781,3.2292,52,361,76,168,55,3071.548473
House 15782,2.6083,52,1963,565,1628,524,3071.548473
House 15783,2.5742,32,352,132,313,105,1690.236104
House 15784,3.4671,52,849,276,582,222,3071.548473
House 15785,1.8519,52,1014,422,1055,382,2467.450196
House 15786,4.7105,3,3464,1179,1441,919,1081.694289
House 15787,3.6037,5,1405,515,725,392,1081.694289
House 15788,4.6563,52,94,24,113,27,545.4270554
House 15789,2.7909,26,5416,1045,4531,962,2688.955536
House 15790,1.6125,52,464,202,286,148,1690.236104
House 15791,4.3958,52,144,63,1061,68,2490.494024
House 15792,2.0548,52,759,323,421,255,3769.754012
House 15793,1.375,52,1176,493,1136,436,3769.754012
House 15794,1.3365,37,1291,588,1846,557,3355.781413
House 15795,2.7794,52,2185,656,1266,626,3769.754012
House 15796,2.5755,52,4226,1315,2619,1242,3769.754012
House 15797,2.5403,52,3587,1030,2259,979,3355.781413
House 15798,3.6031,52,2714,779,1438,733,3401.924121
House 15799,3.8261,52,1582,353,868,329,4077.827225
House 15800,2.8458,52,2250,566,1051,562,4077.827225
House 15801,4.2222,52,2959,683,1145,666,4253.691468
House 15802,4.6053,30,5089,1210,1935,1139,4253.691468
House 15803,4.3232,28,4930,1381,2232,1321,4483.080966
House 15804,4.05,35,1581,422,580,388,4253.691468
House 15805,5.2519,50,2589,569,945,544,4253.691468
House 15806,5.6235,51,2564,457,810,442,4242.599596
House 15807,3.3702,52,1968,472,784,430,4253.691468
House 15808,3.9079,52,2110,454,816,438,4253.691468
House 15809,5.0731,52,2509,496,855,478,4253.691468
House 15810,3.5655,52,3771,1017,1575,921,4077.827225
House 15811,4.75,52,2242,459,751,464,4077.827225
House 15812,4.2569,52,2356,501,909,481,4077.827225
House 15813,3.3565,52,3708,849,1531,822,4077.827225
House 15814,3.3937,52,4407,1192,2280,1076,3355.781413
House 15815,3.5052,52,4001,1084,2129,1037,3355.781413
House 15816,2.6803,52,2088,487,1082,488,3355.781413
House 15817,2.0329,52,1190,400,1270,332,3355.781413
House 15818,2.5701,52,2038,629,2007,596,3355.781413
House 15819,1.65,52,1494,610,1630,590,3355.781413
House 15820,1.3824,46,2150,817,2075,807,3355.781413
House 15821,2.1289,52,1855,611,1715,614,2795.631716
House 15822,3.3816,52,1207,302,1008,269,2795.631716
House 15823,2.1971,52,801,272,639,259,2795.631716
House 15824,2.2328,52,1609,510,1155,439,2795.631716
House 15825,2.7173,52,1974,525,935,465,2795.631716
House 15826,3.5536,52,2112,528,1227,513,2795.631716
House 15827,2.9052,52,2708,762,1460,741,2795.631716
House 15828,3,52,1564,396,1162,374,2795.631716
House 15829,3.575,52,2700,595,1181,575,3630.934883
House 15830,4.0625,52,1970,495,871,474,3630.934883
House 15831,4.0568,52,2459,507,1012,475,3630.934883
House 15832,4.4318,52,2332,434,861,406,4077.827225
House 15833,4.7946,52,2285,509,839,456,3630.934883
House 15834,4,52,3114,637,1144,591,4483.080966
House 15835,4.2708,52,2082,425,801,411,4483.080966
House 15836,3.7545,52,2721,581,1043,519,3630.934883
House 15837,4.2667,46,1519,291,573,289,4483.080966
House 15838,5.0505,52,1573,334,725,338,4483.080966
House 15839,3.5114,52,1615,393,633,378,3630.934883
House 15840,4.875,52,3521,767,1415,687,3630.934883
House 15841,3.95,52,2960,623,1191,589,3630.934883
House 15842,3.2632,52,2164,533,1122,469,2795.631716
House 15843,4.6547,52,2713,624,1370,594,2615.856782
House 15844,3.0833,52,1786,427,856,394,2615.856782
House 15845,5.0196,52,2229,498,1079,472,3494.504753
House 15846,3.775,52,2155,468,962,490,3630.934883
House 15847,5.0519,40,4850,977,1824,952,3630.934883
House 15848,4.5469,21,5457,1247,2304,1180,4483.080966
House 15849,4.2672,23,6291,1269,2818,1198,4373.422521
House 15850,4.8382,52,2074,366,909,394,4373.422521
House 15851,4.5375,23,184,44,118,40,4373.422521
House 15852,4.7437,52,3328,653,1260,614,3494.504753
House 15853,3.8846,52,2637,539,1159,497,3494.504753
House 15854,5.3292,52,1514,314,724,301,3494.504753
House 15855,5.0602,52,1142,224,494,206,3703.012409
House 15856,5.0782,52,1029,205,461,212,3703.012409
House 15857,1.4886,52,248,68,124,51,2291.617402
House 15858,4.0042,52,624,170,410,148,2105.93687
House 15859,3.675,52,157,28,88,27,2105.93687
House 15860,3.9722,52,1877,427,712,398,2105.93687
House 15861,4.5057,52,2316,468,1047,476,2105.93687
House 15862,3.7051,52,3390,691,1645,596,2105.93687
House 15863,2.8679,44,6848,1584,3269,1383,1310.679304
House 15864,4.119,52,4265,912,1555,836,2272.535251
House 15865,4.4375,52,1495,311,506,275,2272.535251
House 15866,4.4074,52,1185,246,480,253,2272.535251
House 15867,1.9944,52,1427,281,620,236,2727.608734
House 15868,2.9312,52,1529,385,1347,348,2272.535251
House 15869,2.8135,52,3452,784,2987,753,2727.608734
House 15870,3.4028,52,2064,496,1726,466,2727.608734
House 15871,3.0865,52,492,139,316,168,2727.608734
House 15872,2.6667,52,351,81,308,75,2727.608734
House 15873,3.0774,52,2479,515,1816,496,2727.608734
House 15874,3.2964,52,2605,678,2071,611,2727.608734
House 15875,2.0577,52,1182,307,1029,306,1310.679304
House 15876,2.4531,52,1057,276,837,292,1998.404543
House 15877,3.4063,52,1919,404,1483,421,1998.404543
House 15878,4.2891,52,1892,415,1442,371,1998.404543
House 15879,2.5809,52,1678,386,1220,357,1998.404543
House 15880,2.0325,52,2164,606,2034,513,1998.404543
House 15881,2.3903,52,2452,623,1932,549,1998.404543
House 15882,2.6538,9,1282,334,1176,305,1998.404543
House 15883,2.5694,42,4110,846,2147,674,120.6764466
House 15884,4.3393,43,4864,972,3134,959,1230.305925
House 15885,3.4472,45,3490,712,2337,781,1497.796636
House 15886,2.59,45,2462,509,1587,450,862.6739453
House 15887,1.4282,18,4037,990,2722,834,1526.605358
House 15888,1.4133,15,6804,1664,4737,1581,1526.605358
House 15889,2.1767,45,1462,308,924,302,120.6764466
House 15890,2.625,20,120,27,55,19,1526.605358
House 15891,2.2167,40,543,101,259,89,1526.605358
House 15892,2.1667,38,1388,276,871,265,1526.605358
House 15893,2.2222,46,1517,299,879,309,1230.305925
House 15894,2.9063,52,1931,329,1025,293,1230.305925
House 15895,2.8603,52,1070,224,567,207,1230.305925
House 15896,2.6364,48,1489,326,1115,356,1497.796636
House 15897,1.1125,28,1609,340,1064,290,2342.136819
House 15898,3.6607,45,2893,570,1923,535,2342.136819
House 15899,2.1484,52,135,34,93,26,2342.136819
House 15900,3.7813,52,3065,622,1405,606,1998.404543
House 15901,4.1417,38,1754,382,928,354,1737.887888
House 15902,4.7031,34,1403,262,839,255,1737.887888
House 15903,3.4073,52,2524,559,1430,476,1998.404543
House 15904,3.5912,52,2515,576,1209,540,1998.404543
House 15905,3.6687,48,409,86,148,70,1737.887888
House 15906,1.9464,52,831,175,415,159,1737.887888
House 15907,5.5563,52,1842,339,1032,357,1737.887888
House 15908,4.2212,52,2019,418,999,448,2615.856782
House 15909,4.0391,52,1916,432,889,424,2615.856782
House 15910,3.8864,52,1674,346,734,335,2615.856782
House 15911,2.9911,52,1271,353,1076,324,2615.856782
House 15912,3.3555,52,2163,607,1447,546,2795.631716
House 15913,4.1552,43,1663,330,935,335,1737.887888
House 15914,3.2813,47,1728,398,1178,315,1737.887888
House 15915,3.6429,52,2058,399,1208,399,1737.887888
House 15916,2.888,50,3426,769,2261,671,2888.376519
House 15917,3.4583,52,1651,351,973,366,2615.856782
House 15918,2.3087,52,2084,550,1438,516,2615.856782
House 15919,4.3125,52,1540,370,1136,363,2615.856782
House 15920,3.3333,52,3230,654,1765,611,2888.376519
House 15921,4.6786,52,1583,347,935,341,3703.012409
House 15922,4,49,1435,322,1008,329,3703.012409
House 15923,3.6694,52,1386,276,729,274,3703.012409
House 15924,3.6719,48,1289,280,782,235,4205.460788
House 15925,4.3125,52,1775,347,1102,367,4960.144111
House 15926,4.3898,52,2381,492,1485,447,4541.860422
House 15927,5.0224,52,866,205,587,171,4541.860422
House 15928,4.0132,46,1819,411,1534,406,2888.376519
House 15929,4.625,35,1871,342,1055,310,2888.376519
House 15930,4.5769,35,1791,322,988,304,2888.376519
House 15931,4.1071,52,1985,401,1337,424,3703.012409
House 15932,3.4231,42,2604,573,1703,507,2125.97041
House 15933,3.4769,50,1947,411,1170,384,1497.796636
House 15934,2.3625,42,1413,406,1027,362,1497.796636
House 15935,3.7835,52,1931,358,1092,356,2125.97041
House 15936,4.0642,41,2115,378,1168,365,2125.97041
House 15937,4.0781,48,1474,308,998,330,2888.376519
House 15938,4.2672,47,1465,306,1119,315,2493.079524
House 15939,2.1187,37,971,248,647,208,2493.079524
House 15940,3.8643,33,2789,567,1682,552,2125.97041
House 15941,4.8214,35,2104,434,1225,410,2914.122225
House 15942,4.0583,32,1650,316,904,295,2914.122225
House 15943,4.0071,37,2638,546,1789,521,3509.357965
House 15944,3.6667,50,2912,562,1989,537,4205.460788
House 15945,3.6885,49,3427,696,2363,661,4205.460788
House 15946,3.7105,52,2206,478,1583,456,4205.460788
House 15947,3.8274,52,2890,571,1769,541,4960.144111
House 15948,3.0107,52,3351,719,2101,706,4205.460788
House 15949,3.8934,52,3602,738,2270,647,3703.012409
House 15950,3.1786,52,1494,306,1463,360,3703.012409
House 15951,3.4605,49,1557,405,1173,385,4960.144111
House 15952,3.9565,48,2675,585,1773,540,4960.144111
House 15953,4.3036,52,1729,319,890,300,5750.389617
House 15954,3.7143,52,1380,272,847,284,4960.144111
House 15955,4.3846,46,2559,506,1562,498,6286.137038
House 15956,3.8583,52,1658,322,1086,326,6286.137038
House 15957,3.9167,41,1578,351,1159,299,6286.137038
House 15958,4.0547,52,1580,337,1425,330,7037.587894
House 15959,4,47,1527,283,1102,282,7037.587894
House 15960,4.5,35,2878,564,1633,528,4912.470057
House 15961,4.0234,52,1508,278,1138,304,4912.470057
House 15962,3.1908,52,1410,286,879,282,4912.470057
House 15963,3.8958,52,1507,282,929,281,4960.144111
House 15964,3.9567,52,2711,591,1848,524,5572.290827
House 15965,5.3913,46,1230,247,895,257,5572.290827
House 15966,5.0201,31,2370,441,1524,470,5572.290827
House 15967,3.5536,34,3131,669,2204,600,6286.137038
House 15968,3.0313,40,1948,413,1434,396,2493.079524
House 15969,3.0469,40,1883,397,1411,438,3558.139766
House 15970,3.4773,47,2289,481,1697,465,3864.884057
House 15971,1.2269,28,5015,1240,3900,1029,3864.884057
House 15972,4.9926,40,2054,433,1738,429,3864.884057
House 15973,3.495,49,1852,429,1615,447,3864.884057
House 15974,3.8625,41,1975,440,1528,424,2493.079524
House 15975,4.2727,47,1167,250,953,253,2493.079524
House 15976,3.5435,52,2602,714,1330,647,3136.884725
House 15977,3.4531,52,2236,545,1186,532,4410.239037
House 15978,3.75,52,1824,388,799,363,3360.120035
House 15979,3.93,52,1817,449,948,380,4410.239037
House 15980,3.5744,31,5283,1330,2659,1269,4242.599596
House 15981,6.1636,28,1072,165,363,168,4410.239037
House 15982,4.5352,26,2192,438,954,456,5354.97641
House 15983,2.9899,52,2941,783,1545,726,4107.506043
House 15984,2.5933,52,2680,740,1587,713,4107.506043
House 15985,3.2679,49,2842,670,1396,648,4107.506043
House 15986,4.0793,52,2465,489,1170,498,4107.506043
House 15987,2.8711,48,2064,484,1055,467,4107.506043
House 15988,3.2083,40,3525,941,1675,857,4107.506043
House 15989,3.3239,52,4001,809,1886,756,4107.506043
House 15990,3.6346,39,3200,689,1391,618,4107.506043
House 15991,4.4312,45,2399,426,911,423,4590.288814
House 15992,4.0089,51,2413,431,1095,437,4590.288814
House 15993,5.482,49,2747,472,1281,448,4590.288814
House 15994,5.1893,34,2807,487,1152,445,4107.506043
House 15995,4.4946,48,2464,459,1179,458,4107.506043
House 15996,5.8151,52,1590,236,622,232,5354.97641
House 15997,10.7569,52,1207,152,465,162,5354.97641
House 15998,9.3603,51,2713,396,1090,401,4590.288814
House 15999,6.1592,46,3238,544,1293,470,4590.288814
House 16000,4.6071,52,1598,285,689,265,4590.288814
House 16001,4.0846,52,1538,305,819,319,5267.139539
House 16002,6.0274,36,2303,381,862,371,5344.018814
House 16003,4.95,36,1997,356,772,348,5344.018814
House 16004,3.0804,35,1363,302,1786,301,5344.018814
House 16005,6.5372,52,1849,287,695,258,5354.97641
House 16006,4.375,52,1596,276,642,273,5252.474641
House 16007,6.2561,51,1905,291,707,284,5945.48633
House 16008,5.0887,46,6429,1093,2535,1109,5252.474641
House 16009,5.5622,43,3700,684,1488,623,4541.860422
House 16010,6.203,38,5688,930,2263,908,5252.474641
House 16011,5.3961,52,2180,326,856,326,5945.48633
House 16012,10.959,52,2053,281,791,287,5945.48633
House 16013,8.1189,52,2055,265,735,252,5267.139539
House 16014,5.6787,52,3797,668,1633,658,5267.139539
House 16015,4.9537,52,3688,640,1605,567,5267.139539
House 16016,7.8476,52,2673,349,876,338,6253.057312
House 16017,8.0069,52,3547,506,1276,491,6253.057312
House 16018,6.7228,52,2951,406,1115,397,6563.364516
House 16019,5.9245,52,2134,277,936,285,6073.518625
House 16020,10.7309,52,2151,280,762,274,6073.518625
House 16021,10.6605,50,1653,252,641,224,6073.518625
House 16022,5.9114,46,1836,319,767,302,6964.57896
House 16023,6.8322,52,2401,346,812,328,6253.057312
House 16024,5.1238,52,2510,438,1153,407,5393.635547
House 16025,5.2088,52,2857,469,1431,496,6253.057312
House 16026,4.7813,39,1912,418,970,406,4541.860422
House 16027,3.8304,52,2838,567,1411,526,4541.860422
House 16028,3.2448,52,1350,241,752,246,5393.635547
House 16029,5.0634,52,2035,424,1193,430,5393.635547
House 16030,4.1932,46,3581,758,1670,703,4541.860422
House 16031,4.2167,52,982,197,653,171,5750.389617
House 16032,4.7143,46,1406,235,771,239,5750.389617
House 16033,4.475,47,1773,345,1083,315,5750.389617
House 16034,3.6581,51,2690,554,1795,539,5750.389617
House 16035,3.3208,47,1723,389,1216,399,6563.364516
House 16036,4.0859,49,1207,255,658,220,6563.364516
House 16037,3.2875,48,1690,339,962,317,6563.364516
House 16038,4.0855,45,2399,419,1225,399,6563.364516
House 16039,2.9688,39,2254,415,1388,404,6563.364516
House 16040,4.1939,44,2547,511,1577,516,6903.329471
House 16041,3.5156,42,1961,427,1211,409,6903.329471
House 16042,2.5333,43,968,199,434,162,6964.57896
House 16043,3,46,1453,306,817,310,6964.57896
House 16044,4.5913,49,1690,307,770,294,6964.57896
House 16045,2.9119,45,964,173,613,201,5750.389617
House 16046,4.2562,45,2253,431,1382,392,6286.137038
House 16047,4.1406,52,1642,351,1138,340,7037.587894
House 16048,2.875,49,1711,348,1138,325,7037.587894
House 16049,3.0703,37,1833,388,1093,363,6563.364516
House 16050,3.9758,48,2660,616,1491,602,3288.305566
House 16051,3.275,48,2304,558,1273,512,3288.305566
House 16052,3.9097,52,2684,574,1395,549,3288.305566
House 16053,4.0977,50,2236,484,1171,467,3288.305566
House 16054,4.1397,52,1845,336,1015,337,3288.305566
House 16055,4.4094,52,3260,653,1594,632,3288.305566
House 16056,5.8096,52,1382,230,708,279,2509.908714
House 16057,3.5302,52,2564,502,1092,459,2509.908714
House 16058,3.5909,52,2245,425,1091,409,2509.908714
House 16059,4.0391,52,1792,305,782,287,2509.908714
House 16060,3.5278,48,1351,270,650,265,2509.908714
House 16061,4.3977,49,1724,295,795,297,2509.908714
House 16062,4.3281,49,1637,304,729,281,2509.908714
House 16063,4.4,51,2095,410,1126,429,3874.439305
House 16064,4.3393,52,2515,494,1583,477,3874.439305
House 16065,3.6859,52,2453,508,1056,453,4656.443764
House 16066,4.4375,49,2203,407,1052,405,3874.439305
House 16067,3.7734,48,2555,548,1285,482,3874.439305
House 16068,4.7703,52,2074,401,1136,409,3874.439305
House 16069,3.7361,48,2181,419,1041,379,3239.96266
House 16070,3.7054,47,2140,425,1105,401,3239.96266
House 16071,4.8036,45,2341,461,1092,438,3239.96266
House 16072,3.9205,43,2044,393,979,378,3239.96266
House 16073,3.7562,48,2387,424,1041,408,3239.96266
House 16074,4.8516,52,2226,385,1177,416,3239.96266
House 16075,3.4583,52,2189,433,1147,420,4143.420879
House 16076,4.0208,52,2285,435,1211,442,4656.443764
House 16077,4.131,52,2166,423,1072,370,4656.443764
House 16078,3.9236,52,2841,517,1372,517,4656.443764
House 16079,6.2642,48,1190,182,497,199,5129.461703
House 16080,3.8333,48,1186,213,487,207,4143.420879
House 16081,4.3909,52,2442,449,1188,436,4143.420879
House 16082,4.5744,52,2302,457,1154,424,4143.420879
House 16083,5.1681,52,1597,240,566,231,5552.163477
House 16084,5.2598,47,2382,392,867,376,5552.163477
House 16085,5.1991,39,1937,336,742,307,5129.461703
House 16086,3.9219,37,1399,224,530,235,5129.461703
House 16087,5.6204,36,1821,292,742,298,5129.461703
House 16088,3.1359,38,3195,828,2410,778,5552.163477
House 16089,3.2059,47,1176,286,564,258,6964.57896
House 16090,3.5296,43,3850,1018,1497,829,6611.749652
House 16091,4.1116,45,1405,338,733,342,6514.862407
House 16092,3.2321,46,2403,638,1281,603,6514.862407
House 16093,3.7083,52,2018,422,1142,463,1825.286476
House 16094,3.1406,43,2108,456,1299,447,1825.286476
House 16095,3.9464,50,1993,410,1009,374,1825.286476
House 16096,3.8333,48,1408,295,891,269,1825.286476
House 16097,4.5329,46,1491,285,841,306,1825.286476
House 16098,4.1419,45,1672,344,838,314,2743.899738
House 16099,4.0985,43,2373,481,1247,454,2743.899738
House 16100,2.8448,43,2345,624,1439,614,1381.680293
House 16101,3.0465,43,2527,619,1332,558,1381.680293
House 16102,3.2792,40,2320,562,1499,521,1381.680293
House 16103,4.2644,46,2226,480,1272,468,1825.286476
House 16104,3.3393,45,1673,377,1078,393,1825.286476
House 16105,4.3859,45,1620,344,941,328,2743.899738
House 16106,3.4919,44,1819,365,1137,354,2743.899738
House 16107,3.96,45,1592,325,920,322,2629.295361
House 16108,2.9632,44,1739,343,872,330,2743.899738
House 16109,3.7969,40,2310,445,1266,490,3768.177694
House 16110,3.7552,45,1771,349,1098,342,3768.177694
House 16111,5.6826,44,1472,275,820,310,4143.420879
House 16112,3.5,44,2374,496,1087,426,3768.177694
House 16113,3.875,44,2527,518,1434,444,3768.177694
House 16114,4.0217,46,2298,457,1429,477,2743.899738
House 16115,4.0625,44,2792,615,1640,579,3768.177694
House 16116,3.9583,42,1667,395,1041,387,3768.177694
House 16117,4.3611,44,2082,470,1154,403,3768.177694
House 16118,4.1786,42,2006,415,1230,435,4216.829946
House 16119,4.1029,52,2005,359,847,356,1545.765229
House 16120,2.9293,52,2165,580,1067,530,2367.164388
House 16121,3.0265,52,2594,622,1421,593,2367.164388
House 16122,3.7419,52,2059,416,999,402,1545.765229
House 16123,3.7887,52,3429,773,1584,696,2367.164388
House 16124,2.7431,51,1485,386,880,385,2932.236492
House 16125,3.7292,52,2635,587,1302,577,2932.236492
House 16126,4.75,52,2844,623,1380,596,2320.243209
House 16127,2.8125,52,437,105,194,87,2320.243209
House 16128,3.9688,52,2383,477,990,464,2320.243209
House 16129,3.5221,52,2388,507,1078,494,2932.236492
House 16130,4.1339,52,1941,436,955,425,2932.236492
House 16131,3.129,48,2835,728,1674,684,3136.062357
House 16132,4.1148,52,4683,1055,2246,975,3149.894742
House 16133,3.1653,44,3371,794,1738,753,3136.062357
House 16134,3.2028,32,3028,815,1704,718,2307.118535
House 16135,3.6148,46,3304,792,1783,777,2307.118535
House 16136,9.1881,52,1647,236,546,227,3149.894742
House 16137,6.1407,52,3146,478,1143,455,2922.95508
House 16138,10.7058,52,2488,281,805,295,2922.95508
House 16139,3.4236,52,4140,984,2030,892,2367.164388
House 16140,3.4605,52,2632,542,1364,544,2367.164388
House 16141,3.2396,52,2051,552,1400,510,2367.164388
House 16142,2.8553,52,3088,727,1636,662,2367.164388
House 16143,3.9375,52,3193,688,2099,681,3360.120035
House 16144,4.1635,52,2241,443,1042,377,3779.597253
House 16145,4.0652,52,2275,412,1166,424,2932.236492
House 16146,3.1989,52,2169,522,1220,505,2932.236492
House 16147,3.1392,52,2951,647,1448,591,2932.236492
House 16148,4.0208,52,3021,569,1479,514,2932.236492
House 16149,4.1856,52,2042,378,1153,408,2932.236492
House 16150,3.8571,52,3143,635,1350,623,3779.597253
House 16151,3.4883,52,3047,641,1427,620,3136.062357
House 16152,4.218,52,2666,515,1362,494,3136.062357
House 16153,3.8899,52,2556,595,1202,568,3014.546271
House 16154,3.5588,50,2159,437,1111,417,3136.062357
House 16155,3.5865,52,2910,611,1508,515,3136.062357
House 16156,3.0877,47,2695,643,1505,644,2307.118535
House 16157,3.0278,52,3440,722,1663,665,2307.118535
House 16158,3.7036,52,2342,458,1170,458,2138.87534
House 16159,4.125,52,2433,454,1070,420,1267.761011
House 16160,2.6719,52,2050,439,1109,437,2307.118535
House 16161,3.6429,42,2723,579,1419,519,2307.118535
House 16162,4.2414,49,2176,441,1040,448,2307.118535
House 16163,3.5833,50,1922,427,1049,443,1534.805379
House 16164,3.9954,52,1769,414,1032,380,1267.761011
House 16165,5.0562,52,2299,441,1252,415,1267.761011
House 16166,3.5833,52,2739,569,1312,531,1267.761011
House 16167,3.7167,46,2646,607,1418,563,1534.805379
House 16168,4.7328,45,2564,499,1056,460,966.1169678
House 16169,4.0353,47,2496,494,1201,454,966.1169678
House 16170,2.9201,32,2131,625,1229,572,3730.11688
House 16171,3.4051,45,6927,1258,4715,1165,2524.509993
House 16172,15.0001,52,8,1,13,1,2361.545984
House 16173,3.527,17,2975,968,1453,828,6208.185278
House 16174,1.2387,42,4219,1125,3549,993,3509.357965
House 16175,2.7083,10,479,125,355,108,3546.408901
House 16176,10.2264,52,126,24,37,27,120.6764466
House 16177,6.1359,26,54,9,23,9,1310.679304
House 16178,4.2708,47,1088,190,558,166,3570.365707
House 16179,3.3625,47,1649,328,1183,356,3558.139766
House 16180,0.9365,28,1942,724,1618,638,23995.54845
House 16181,1.1094,49,1200,364,1448,318,24511.27313
House 16182,1.2904,46,1026,330,1109,333,24511.27313
House 16183,1.2411,52,888,324,630,258,23213.96651
House 16184,0.8738,52,287,119,154,85,23213.96651
House 16185,0.7714,16,761,306,438,282,23746.56562
House 16186,2.2024,9,674,242,575,193,22989.81662
House 16187,0.7917,52,107,79,167,53,23746.56562
House 16188,1.7875,24,1212,366,1202,343,22439.37051
House 16189,2.3393,48,1112,227,583,216,21672.50951
House 16190,1.2962,52,1610,480,1025,440,22723.33508
House 16191,1.3438,48,1778,541,1237,462,23213.96651
House 16192,1.3191,50,1669,558,1340,484,23213.96651
House 16193,1.125,31,2668,812,1398,721,22439.37051
House 16194,3.6591,52,1475,238,736,260,22439.37051
House 16195,1.7788,52,1354,314,679,311,22439.37051
House 16196,3.226,52,2654,468,1157,494,21672.50951
House 16197,3.3466,52,1829,301,694,319,21672.50951
House 16198,1.65,47,2348,507,1455,479,23521.11888
House 16199,1.425,43,1624,448,1805,440,24783.45539
House 16200,1.7212,43,557,165,573,144,25283.21702
House 16201,1.8261,52,1318,308,1368,310,25283.21702
House 16202,1.7386,38,512,133,676,124,25821.21835
House 16203,1.4688,44,1406,357,1489,386,25065.74413
House 16204,1.7039,48,1766,444,1406,421,25065.74413
House 16205,0.696,52,288,86,272,54,23746.56562
House 16206,2.0303,40,2827,655,2037,574,24318.37516
House 16207,1.2625,40,964,230,742,209,21503.54649
House 16208,1.9531,41,375,108,323,98,22851.12567
House 16209,1.3417,40,452,109,412,97,23579.88215
House 16210,2.375,52,24,6,23,5,23579.88215
House 16211,2.625,36,40,10,64,14,22133.06752
House 16212,3.6094,52,1938,332,788,320,21672.50951
House 16213,3.1845,47,1700,344,922,357,20914.23441
House 16214,2.0398,46,1832,365,975,373,20914.23441
